ID,HR,rMSSD,pNN50,SDNN,HF,LF,LFHF,Time
9_46_21_1,86.30524554,43.60072559,32.29813665,57.07249509,369.1869032,609.3716872,1.650577748,118.501546
9_79_21_0,86.29704855,57.05079909,48.17073171,54.43651629,505.68039,188.9705834,0.373695692,118.5145912
9_87_45_0,86.29643973,18.9747021,1.183431953,32.90983003,31.25773753,140.4375302,4.492888523,118.448983
9_79_21_2,86.24167613,51.12998006,32.48407643,79.1277036,568.7376063,606.0000687,1.065517845,118.8567408
9_96_45_1,86.20761166,24.88276528,2.958579882,27.5712347,65.89145661,23.52695616,0.357056246,119.0534954
9_45_11_1,86.19005476,104.9073277,62.75862069,75.74730737,1182.672323,1372.082543,1.160154437,118.8152088
9_93_21_1,86.1528375,35.86431117,9.62962963,37.27900367,67.72541079,183.8621037,2.714817106,118.164808
9_39_45_3,86.13032077,26.78068911,6.918238994,40.68940868,136.8674298,161.1593575,1.177485087,118.7313717
9_64_45_0,86.1096305,71.12518167,25.35211268,86.92238504,234.8758126,1352.546393,5.758559718,118.5222214
9_93_45_3,86.08908146,93.99528292,21.875,99.70379219,130.9109656,409.4387159,3.127612069,118.5073971
9_44_21_0,86.0378405,60.48799302,30.26315789,41.63775588,99.59202485,194.3487058,1.951448482,118.9882717
9_85_42_0,86.03404848,23.32842096,6.586826347,52.67178189,57.07401748,119.0883382,2.086559584,118.5893089
9_49_21_0,86.00303724,68.52189925,26.84563758,64.5781493,263.3583324,454.9429438,1.727467438,119.0849932
9_31_21_1,86.00098085,30.53247086,9.937888199,49.99975147,42.52909621,681.0170102,16.01296691,119.0933529
10_96_47_2,85.85840216,21.20559049,1.19047619,42.69059706,63.44161363,151.2672556,2.384353849,118.2911102
9_96_21_4,85.85692399,26.12324273,2.976190476,25.70864779,46.67303848,32.72242159,0.701099021,118.5577234
9_50_45_0,85.84340306,23.82749063,3.592814371,43.68084487,64.76001148,52.90819521,0.816988663,118.6113276
9_39_45_2,85.7352555,31.41322614,15.48387097,48.0935329,144.6024044,270.5321828,1.870869187,118.9018475
9_73_21_2,85.62406438,27.38200947,0.653594771,43.12026698,33.99969599,89.23352861,2.624539014,117.0644789
9_8_45_1,85.61592171,54.61658632,31.61290323,37.99922095,246.1239872,299.9055309,1.218514027,118.4559377
9_43_21_1,85.56921412,38.1663536,23.95209581,41.61905004,193.010141,324.7757247,1.68268736,118.7156971
9_38_21_4,85.56042029,43.61644544,31.76470588,49.21806517,515.9158727,206.1267563,0.399535597,118.9921074
10_66_50_2,85.55407136,26.89419952,1.764705882,40.86102897,75.48204441,312.5960216,4.141329558,118.7876495
9_24_21_0,85.4525827,25.43704173,6.779661017,47.86517063,76.35175023,539.0114684,7.05958235,117.1866843
9_36_21_1,85.45168582,23.83838047,4.761904762,44.88194139,100.8190296,60.58348868,0.60091323,118.4936966
9_63_45_1,85.43459004,26.50596205,3.550295858,36.89851551,39.90352069,36.28144394,0.909229143,118.6484903
10_66_47_0,85.32029685,24.17253371,6.097560976,53.52287585,92.55900536,435.6744013,4.706990958,118.9717106
9_84_11_1,85.31667406,58.50066027,11.60714286,66.67015695,305.2630171,855.5484476,2.80266,117.3565391
9_24_11_1,85.31539789,47.5452533,5.154639175,66.51140107,37.20578301,137.9654679,3.708172674,118.735287
9_97_21_0,85.3124161,25.20892755,6.748466258,33.29092428,104.9673077,155.8315257,1.484571998,118.8091582
10_106_47_0,85.29928033,24.88765259,6.586826347,55.52014477,126.4874229,367.0584747,2.901936542,118.922629
9_39_21_3,85.25778065,31.04423431,15.23178808,51.85896322,148.7855095,291.4029758,1.95854406,119.0781847
9_99_21_4,85.19549624,17.88396658,2.958579882,46.86237462,11.94579679,126.614793,10.59910822,118.6581839
9_73_21_1,85.18783582,21.25987532,2.614379085,30.31430909,43.62236968,346.4662659,7.942399014,118.8555634
9_73_21_4,85.18382428,20.17688472,4.166666667,32.44327819,25.0003095,89.59687819,3.58383076,118.3524498
9_79_11_0,85.15616017,58.6337307,43.75,67.98218692,725.2658007,508.4972555,0.70111848,118.4709029
9_73_21_5,85.07156068,21.15636692,0.689655172,28.65868136,40.68934609,106.026174,2.605747798,118.7247539
9_95_11_7,85.02928197,21.61539728,4.21686747,49.92964446,26.92302546,477.3407737,17.72983405,118.3844914
9_63_42_0,85.01735444,26.99257464,8.383233533,47.82179653,55.54084499,162.1683231,2.919802951,118.4607135
9_79_11_1,84.97500015,53.40559163,34.75609756,54.7667857,718.3684402,214.3390927,0.298369306,118.5111512
9_93_45_0,84.86468644,66.62947348,3.355704698,64.65390449,489.6226386,331.9642554,0.678000217,119.0666298
9_43_11_1,84.85603528,37.93481438,23.80952381,37.12768335,310.9014482,142.0756776,0.456979787,118.9485575
9_45_11_2,84.82786376,72.31374782,60,57.46925619,316.1025352,106.0063803,0.335354413,119.0260164
9_79_21_1,84.72107756,69.43088616,50.33112583,63.22252021,827.3171095,200.6183777,0.242492722,118.5246544
10_66_50_1,84.70790227,24.86881172,3.703703704,33.01373697,82.18405514,88.59356716,1.077989727,118.3751923
9_62_11_1,84.66707827,43.67788468,13.23529412,53.56659769,84.65577855,1130.96746,13.35960143,118.6697558
9_63_21_0,84.66380585,37.83497067,15.94202899,42.10364526,90.83578145,1021.845142,11.2493681,118.8276293
9_96_21_0,84.63821957,34.93132156,5.389221557,40.82400525,41.3706554,72.5264319,1.753088782,118.6076466
10_24_50_1,84.61705284,36.40951769,9.87654321,38.96345152,134.7707831,253.6362499,1.88198246,118.889209
9_93_42_0,84.61688225,26.75482961,3.048780488,46.3647786,66.01849898,257.9720039,3.907571481,119.0752292
9_39_45_1,84.61355615,28.97346784,11.80124224,34.45557213,131.544599,196.8949282,1.496792188,118.8517075
9_63_45_0,84.60826306,29.31706678,10.65088757,60.20483375,172.9912323,426.186314,2.463629563,118.7189168
9_93_21_0,84.59284728,63.08786875,16.89189189,66.93718398,375.1514879,403.1243621,1.07456421,118.5243358
10_29_50_0,84.53693497,44.00553294,24.6835443,49.74359748,336.2872858,562.2604776,1.67196472,119.0145104
10_106_47_2,84.52517451,30.95014767,14.79289941,52.32256613,204.1521309,544.1275423,2.665304251,118.7222032
9_87_45_3,84.50866211,18.89560755,1.183431953,41.06951548,41.36443138,105.2427265,2.544280749,118.6502215
9_11_21_2,84.48340893,63.70203263,39.07284768,55.796368,143.5939567,448.5248472,3.123563536,118.7208824
9_2_21_0,84.48191273,52.10241593,28.44036697,49.81789279,378.3454577,230.8628614,0.610190652,114.9462353
9_83_45_1,84.443682,35.2461033,21.55688623,47.40976588,205.0581955,304.4757009,1.484825809,118.8763146
9_82_11_1,84.44082564,23.6152712,1.19760479,38.53831569,64.75148163,325.8744912,5.032695515,118.6598601
10_96_50_0,84.4380303,22.62709839,2.994011976,38.5418875,49.81486404,182.4848318,3.663260662,118.7429689
9_8_42_0,84.41815144,81.75165875,41.17647059,70.45607054,208.9038657,129.1616831,0.618282877,118.8149785
9_24_21_3,84.41130876,20.54847513,3.821656051,35.62573772,34.1406778,74.0130507,2.167884631,118.8114911
9_23_11_0,84.3897932,39.19685528,21.81818182,55.41532518,195.8985259,625.9645081,3.195350783,118.6616617
10_70_47_0,84.38429584,19.19819012,1.183431953,32.51659215,23.35213966,118.8592666,5.089866212,118.9557209
9_99_21_0,84.34430517,19.41498757,3.067484663,44.27992765,18.23063677,116.046453,6.365463505,118.5374531
