ID,HR,rMSSD,pNN50,SDNN,HF,LF,LFHF,Time
10_85_50_0,84.31679547,19.42400799,3.571428571,24.03620668,57.44346259,38.60992941,0.672137919,118.7874206
9_87_45_1,84.30800137,18.91993606,0.595238095,34.64548109,30.65249231,34.67317173,1.131169739,118.9520792
9_24_21_2,84.30033124,21.88014685,2.919708029,31.86790051,25.77681017,313.6301842,12.16714489,118.8816988
10_106_50_2,84.29278776,29.53095168,13.25301205,41.49713575,176.9848455,365.993724,2.067938207,118.9033326
9_49_21_5,84.28869034,36.37588823,21.42857143,43.80718017,266.393195,79.53462761,0.298561034,118.8133394
9_34_45_3,84.27703586,31.06177639,10.2739726,48.51586091,168.1362097,466.896893,2.776896743,118.7632429
9_43_21_5,84.25748553,39.76908026,23.35329341,36.29191542,225.3981577,112.5605985,0.499385619,118.9164678
9_36_21_3,84.2547938,26.2169924,9.580838323,47.21678857,90.81408649,432.5719484,4.763269281,118.4936966
9_43_21_4,84.25393768,36.28713484,21.21212121,31.11940063,251.2281343,67.32995641,0.26800325,118.7056586
9_38_21_0,84.17885808,44.04409814,31.67701863,51.5193029,422.982514,235.6053283,0.557009617,118.9921074
9_43_21_2,84.15646606,37.22795532,22.89156627,34.70376356,188.7974196,43.45077266,0.23014495,118.3844255
9_94_45_0,84.05654258,15.72306682,0.598802395,54.64608526,30.98830253,304.9408567,9.840515026,118.4150142
9_44_21_2,84.05238136,28.37208355,9.036144578,32.88205894,56.45776528,178.8177608,3.167283719,118.9481475
9_66_45_0,84.04884424,28.82871133,11.72839506,41.54658779,160.002898,712.6793289,4.45416513,118.8146625
10_5_47_2,83.99779106,29.6133074,11.51515152,41.3254444,128.6188039,367.305496,2.855768246,118.6689422
9_87_42_0,83.99629685,14.79874538,0.606060606,34.56695228,32.83139675,15.45283982,0.470672629,118.9187234
9_73_21_6,83.97955933,28.21194072,7.947019868,40.16477333,66.03226721,207.1785896,3.137535607,119.0668711
9_44_21_1,83.97922474,22.88763118,3.636363636,30.00456405,41.87894049,43.21029493,1.031790547,118.7475265
9_95_11_6,83.94838342,20.50475164,2.43902439,36.45376999,42.51160503,663.3054258,15.60292596,118.6561771
9_43_21_0,83.94635133,56.44376009,35.81081081,47.71310513,211.328914,170.6750465,0.807627519,118.69562
9_86_11_0,83.93696982,27.571457,5.161290323,38.50094112,146.3107173,308.5946105,2.109172972,118.5833142
9_66_45_1,83.90464117,30.65175693,14.37908497,35.84535693,153.6536046,183.3210079,1.193079775,118.8850921
10_24_47_0,83.9028116,26.04444086,8.275862069,55.10888932,39.01999736,483.9561907,12.40277354,118.5661724
10_49_50_1,83.84313787,41.35570072,27.86885246,42.87287501,218.9288535,272.5828149,1.245074875,116.9969797
9_45_45_1,83.77516151,94.04995592,65.89147287,70.3708434,545.7784885,187.4906279,0.343528798,118.5003171
9_44_11_1,83.75412401,22.58933026,1.212121212,35.05454694,32.83735126,49.92590776,1.520399967,118.5696542
9_86_11_1,83.70556106,59.70146904,8.609271523,66.65587493,182.0049736,230.4869632,1.266377279,118.7230942
10_5_47_1,83.6968079,32.1166717,15.06024096,47.15709985,152.914234,188.8493064,1.235001487,119.1217618
9_43_11_0,83.6707779,41.56731588,29.09090909,39.77864896,361.1652369,166.1352347,0.459997856,118.6373578
10_85_50_1,83.60426,17.53406153,1.818181818,19.41772564,68.41000991,20.76565335,0.303547001,118.8375334
9_95_11_3,83.59537984,21.99304845,3.614457831,47.21802577,34.19111835,271.9104424,7.952663016,118.7467389
9_79_21_0,83.58361703,62.70521126,48.71794872,66.23994447,846.856091,141.7294446,0.167359539,116.1195438
9_49_21_6,83.56696741,34.86195075,15.6626506,47.98746432,195.5730309,303.0606894,1.549603685,118.8133394
9_79_21_7,83.55893802,58.18299277,47.20496894,63.23892394,856.6016194,298.095117,0.347997377,118.9271834
10_96_47_0,83.52673417,26.0814252,1.807228916,44.54770216,112.2171438,120.2776172,1.071829251,119.0897674
10_96_50_3,83.44648562,22.99732736,0.602409639,42.26199002,79.29100664,204.6230255,2.580658693,118.7130212
10_29_50_1,83.42324771,37.63262637,22.42424242,40.80518921,233.5921105,130.4911603,0.558628286,118.6824611
9_86_21_3,83.42183972,51.69928255,14.96062992,60.38027358,157.1000282,908.191785,5.78097786,118.9657277
9_50_45_1,83.42174362,27.01704085,6.060606061,48.50075847,126.9839192,85.33209957,0.671991384,118.3017938
9_44_21_4,83.41001737,29.2182129,7.547169811,33.07629916,61.11754218,123.8691467,2.026736389,118.7475265
9_50_42_0,83.39220931,26.37833056,3.821656051,49.40308814,153.0885007,411.4350069,2.68756311,118.8660234
9_46_21_5,83.25348014,45.70695612,27.95031056,61.71501661,667.3236689,287.6184123,0.431002864,118.7723723
9_44_21_3,83.19810238,28.92887186,6.097560976,40.03539799,78.40022528,132.7916816,1.693766581,118.7776197
9_34_21_1,83.15508077,24.3052827,3.03030303,32.95913109,40.73654137,52.71785594,1.294117128,118.5490934
10_106_50_3,83.14793122,33.26131493,17.90123457,58.8279127,283.0522998,819.704474,2.895947055,118.773033
10_108_47_2,83.14380319,31.68519764,15.85365854,39.10662959,191.1658437,367.6622041,1.923263052,118.7601034
9_2_21_1,83.12302888,66.05394618,31.42857143,63.02236933,426.5852444,1073.159907,2.515698611,117.3989639
9_43_21_3,83.09358559,47.34024221,32.51533742,46.48201064,534.4129273,155.7507834,0.291442769,118.7458127
9_34_21_3,83.0866457,23.95677932,3.067484663,30.54536639,15.80374254,50.25466079,3.179921506,119.0204815
9_46_11_2,83.07670364,50.67008196,32.43243243,65.17671564,872.2756395,381.6301685,0.437510978,108.6168805
9_49_21_1,83.04973592,32.92519702,19.39393939,41.31841731,187.2859871,319.0125746,1.703344599,118.9843807
9_11_21_3,83.00751625,70.76573117,40.25974026,50.38041794,211.4574447,238.6096828,1.128405212,119.0512466
10_99_47_2,82.92386497,23.62173454,1.840490798,40.47635137,50.18194444,395.4172094,7.879670941,118.5483388
9_56_21_4,82.89057498,36.02946,21.42857143,38.67876747,31.53958187,272.2778167,8.632892401,118.8235893
9_44_21_5,82.87566771,53.33954477,12.8440367,44.60590422,60.1258109,241.1061989,4.010028227,118.9080233
9_94_42_0,82.8659916,17.53649591,0.606060606,46.76063361,8.894947186,163.4209083,18.37233037,118.8154345
9_73_21_3,82.84833254,32.73977544,8.666666667,57.91051808,126.9034535,848.5522203,6.686596756,119.1071202
9_99_45_0,82.82138314,22.02701059,3.048780488,44.62213634,40.01303688,374.9764481,9.371356871,118.7467745
9_11_21_4,82.81950868,57.72919976,29.74683544,40.48504662,107.5853177,58.3657895,0.542507014,118.911092
9_95_11_0,82.81630935,27.0299939,7.194244604,31.92296559,110.7657328,448.5391576,4.049439715,118.3945539
9_95_11_4,82.79737736,23.97484443,6.707317073,37.71599955,68.22153225,84.5083263,1.238733923,118.9379251
10_24_50_0,82.79181305,38.15224229,16.55629139,55.95477226,207.5347941,1526.765639,7.356673111,118.6984723
9_44_21_7,82.75304899,27.12786181,6.535947712,32.59142673,77.27193721,27.59899707,0.357167143,118.5067814
9_35_21_5,82.74288266,15.22686291,0.609756098,26.98084361,33.25317861,21.7338287,0.653586502,118.5707091
10_47_47_2,82.6870428,44.04358641,36.19631902,41.02577122,204.788847,53.18869697,0.259724578,119.0261592
9_34_21_4,82.68422991,28.05445972,4.848484848,45.45611629,114.2770317,417.8918066,3.656831127,119.0405405
9_31_21_2,82.58590771,24.68057377,8.588957055,37.76602112,53.14864248,218.203569,4.105534193,119.0833231
10_46_47_1,82.55122653,71.57083414,14.09395973,88.16190982,748.8732595,1471.163761,1.964502995,118.5764488
9_99_11_0,82.46660333,26.31424579,4.458598726,50.81405689,37.47926708,293.4806015,7.830478672,118.9605692
9_73_11_0,82.38037789,31.64552091,4.424778761,48.1129434,77.38961203,237.7231679,3.071771025,116.7047569
9_36_11_2,82.37651945,23.34473365,5.521472393,39.0351371,59.55454992,179.0100104,3.005815856,118.484783
9_79_21_4,82.37265875,66.11945151,46.09929078,86.69965556,1122.32646,827.687018,0.737474387,118.6051602
10_5_50_1,82.36555553,35.15132289,20.98765432,39.64803201,182.0600061,185.4130503,1.018417248,118.6039437
9_93_11_1,82.36394044,24.25079935,2.739726027,28.55792482,128.9413396,140.8948061,1.092704687,119.0556548
9_95_42_0,82.30853076,21.81590545,2.395209581,70.06180589,40.92733583,242.9961375,5.937257644,119.0469037
9_73_11_1,82.30344638,26.65130111,8.695652174,34.74452503,61.56629131,150.9347281,2.451580644,118.5156927
9_43_45_0,82.2581217,37.76808397,26.70807453,38.12738327,212.8773126,252.5661022,1.186439734,118.5538401
9_68_21_1,82.25582468,42.19345194,11.66666667,64.22991237,224.5354275,891.1907563,3.969042953,118.9049378
9_31_21_5,82.25401709,45.50444184,18.63354037,45.80030633,105.1095411,312.7091162,2.975078313,119.0532338
10_18_47_0,82.25043839,65.81362755,17.80821918,84.83219549,70.91445175,288.8066452,4.072606332,118.9713617
9_24_45_1,82.22045934,52.40394065,22.22222222,44.66796958,372.6875424,713.8961228,1.915535245,118.1819176
9_86_21_2,82.18599693,38.69955633,14.94252874,42.84918566,104.4067039,55.69122324,0.533406584,118.7760215
9_24_21_6,82.1788635,21.44644738,0.628930818,28.99131493,18.08838945,208.0398093,11.50128981,119.0522032
9_45_42_0,82.11712528,81.84172851,58.46153846,76.53562781,754.1251024,336.3701426,0.446040241,118.4663338
9_34_11_2,82.1019062,27.21071842,9.756097561,41.63347349,121.8103766,179.027268,1.469720995,118.9678473
9_11_21_1,82.10116952,70.91481838,44.18604651,49.97745773,363.4145601,345.0771625,0.949541379,118.6908492
9_11_21_6,82.0870279,37.40828857,13.33333333,37.6937878,211.8990189,480.8794286,2.269380157,118.1102091
10_70_47_2,82.06731826,19.55180787,1.257861635,23.35952346,44.83328872,32.02620299,0.714339811,118.6850937
9_46_21_4,82.06537351,44.27562212,31.61290323,54.93381697,259.8747112,381.8956192,1.469537446,118.8425865
9_31_21_0,82.03792317,59.74810764,32.89473684,47.80389388,148.7146439,572.6173757,3.850443781,118.7423113
9_34_21_6,82.00432709,27.2787021,10.55900621,41.53034918,122.6566812,254.9119062,2.078255368,118.5591229
9_35_21_1,81.94867355,20.79015501,3.225806452,24.13809384,62.57846849,85.4742103,1.365872518,118.901688
10_79_47_2,81.94323638,51.71340443,36.17021277,72.72069901,485.9088498,1308.186979,2.692247692,118.7695478
9_44_11_0,81.87767324,25.00844559,4.968944099,37.35815698,69.91821235,122.5584053,1.75288242,118.9307189
9_34_21_2,81.77891853,21.1813757,4.90797546,36.22334205,27.15871444,21.34277576,0.785853683,119.0806587
9_45_45_0,81.73166357,97.37410785,64.33566434,71.29614467,603.9167526,456.989431,0.756709313,118.2895161
10_47_50_2,81.71473201,39.16076299,29.375,37.58370585,208.7532403,166.8389351,0.799216026,118.5397063
9_2_21_2,81.69654108,59.32025535,28.23529412,53.19336999,196.5238656,142.6354258,0.72579188,118.8604449
9_63_21_1,81.68273545,54.22513418,17.8807947,56.69073652,380.3905203,1737.095028,4.56660967,118.6766924
9_56_21_5,81.68236217,99.01522654,8.333333333,102.3669395,75.57877775,313.2068238,4.14411073,110.9751348
9_35_21_8,81.66508357,19.48699797,0.625,26.65698598,81.88308266,42.6119514,0.520399941,118.6308871
9_68_11_1,81.66440396,25.05391755,3.086419753,34.6289863,55.54299202,160.4462745,2.888686198,118.8573337
9_46_42_0,81.64505382,48.94176858,37.10691824,66.89215916,518.4436769,157.2982238,0.303404653,118.9034074
9_31_21_7,81.63126101,43.04900451,22.98136646,56.91541998,85.43979123,196.1217909,2.295438554,118.9128172
10_106_50_1,81.59437715,32.41586404,13.04347826,40.21801251,188.2516781,138.7832182,0.737221679,118.4623188
9_73_21_0,81.52240553,42.50353546,13.88888889,56.91098677,63.86348245,229.48252,3.593329258,117.8493362
9_31_21_4,81.49794022,21.19541795,4.347826087,46.10297312,48.54859882,713.3972567,14.69449735,118.5517459
9_68_11_2,81.48351796,49.18926935,4.72972973,59.25081721,81.85315746,412.377853,5.038020106,117.7290677
9_99_42_0,81.44606141,28.78858052,7.920792079,49.56436547,37.50504537,273.2931654,7.286837348,118.2534636
9_99_21_1,81.44547366,22.94832957,1.351351351,46.36788813,22.1610024,198.9874016,8.979169716,118.3664179
10_99_47_1,81.43705504,23.90280131,2.580645161,44.0026991,92.949952,238.1395708,2.562019298,118.8978622
10_5_50_3,81.41297688,31.95772983,13.66459627,47.93485363,136.9918187,104.5293535,0.763033548,118.4127606
10_70_50_0,81.34414153,20.18520447,1.851851852,31.38758595,36.91760805,80.78438244,2.188234469,118.2741901
10_5_50_2,81.30924267,34.05714377,17.00680272,46.87738041,126.1811206,61.75714511,0.48943253,118.3825738
10_47_50_0,81.27561008,40.13275017,27.84810127,45.97580925,232.2123971,416.1820159,1.792247189,118.268057
10_5_50_0,81.262688,33.05086405,15.52795031,48.57884537,186.3458278,231.3265615,1.241383101,118.7548777
9_68_21_5,81.247247,35.11724946,6.993006993,56.32751564,69.45525289,956.2939792,13.76849035,118.4256837
9_35_21_3,81.21038781,29.67930287,4.605263158,37.08978901,52.64672802,233.9624884,4.44400815,118.5707091
9_86_21_4,81.20667188,30.93029442,6.140350877,29.58140869,91.58013624,110.0810505,1.202018855,113.3344502
9_36_21_2,81.20645315,27.21417057,11.65644172,48.84128794,109.5945252,268.4523881,2.449505461,118.7745349
10_109_47_0,81.19927166,39.95470258,12.37113402,53.68578715,123.1993568,398.066504,3.231076154,118.6372407
9_94_45_1,81.19405012,20.01863806,1.863354037,21.42274953,31.17833888,15.38107524,0.49332568,119.084082
10_72_47_0,81.14214084,46.65545627,13.75,65.42554527,74.07076528,540.0974848,7.291641753,118.7816086
9_11_21_8,81.1109131,69.70289863,38.05309735,49.70815525,190.2784271,631.8594086,3.320709647,118.8109817
9_65_45_1,81.09880469,26.05444707,3.947368421,43.9526287,47.15458319,82.77160171,1.755324639,112.422949
10_47_47_0,81.07996418,52.76704102,44.58598726,49.06463829,345.4201478,602.0907291,1.743067777,119.0664013
10_106_50_0,81.02993221,32.79579679,16.875,55.8215808,404.96926,429.6472613,1.060937962,118.6427335
9_35_21_7,80.9532184,20.88844956,2.5,28.91923281,88.01590383,104.8750617,1.191546722,118.901688
9_38_11_0,80.90567184,81.4765479,42.38410596,86.41367011,812.4527089,1028.21708,1.265571606,119.0542587
10_70_47_1,80.8931477,38.12457654,11.03896104,36.70665192,84.87412715,355.9959802,4.194399308,118.915628
9_34_21_5,80.88777072,28.22428278,8.695652174,39.24790865,138.701008,182.320496,1.314485732,118.9903929
9_31_21_3,80.86932279,26.02186012,3.75,38.98467528,70.04761437,307.3866867,4.388253469,118.4715078
9_46_21_0,80.84093282,44.07499122,27.27272727,63.6743087,333.0847058,133.5913763,0.401073283,118.6820969
9_15_11_2,80.83867128,29.50604626,11.94968553,31.67462334,121.7308943,93.4517747,0.767691516,118.333785
9_34_11_1,80.83712839,27.95656895,3.125,37.3589287,109.8826147,255.9177114,2.329010028,118.5164896
10_99_47_0,80.72152428,31.75796222,6.289308176,61.61846299,89.69401846,1022.631465,11.40133403,118.7181073
9_79_21_9,80.70144206,65.28351491,53.94736842,60.01280455,724.9025551,134.8329715,0.186001512,118.9271834
9_2_21_2,80.6945961,40.64550931,26.28205128,50.18554948,293.5670169,161.0848649,0.548715815,118.5498793
9_34_21_9,80.65358415,27.46125152,6.918238994,34.05125098,177.6617965,88.84484265,0.500078489,118.5691524
9_35_21_2,80.64745749,21.18749994,4.081632653,34.58157608,71.61966132,102.0586411,1.425008709,119.0120144
9_34_21_8,80.61876637,25.80291365,9.375,32.5403519,54.11365998,138.7654898,2.564333846,118.9803633
10_47_50_1,80.59461922,43.76806635,35.22012579,38.39607471,259.0511901,139.4921501,0.538473303,118.6906226
9_99_45_3,80.58483464,66.54512062,5.031446541,72.57809409,827.8076846,957.6271941,1.156823272,118.615974
10_5_47_0,80.57619556,33.47819709,16.875,53.54701007,225.0211984,96.54048324,0.429028393,118.5280649
9_95_11_5,80.57297242,24.4532797,6.289308176,41.79617303,58.81727707,256.8100882,4.366235586,118.8775505
9_11_21_7,80.53636041,66.1131299,36.49635036,45.66171669,172.0507191,289.5360231,1.682852734,118.4205513
10_35_47_2,80.5261649,30.11770911,6.918238994,46.02067112,57.00440083,78.33175778,1.374135271,118.5332638
9_36_11_3,80.52288082,94.54184743,11.46496815,108.9021679,107.8552139,166.1369222,1.540369874,118.5750533
9_21_21_6,80.49719809,38.31864504,26.89655172,48.01081226,89.02228624,191.6152116,2.152440919,112.7097242
9_68_11_0,80.46638125,25.2669901,2.564102564,38.21222862,80.92472321,135.2564209,1.671385648,118.4579475
9_83_45_0,80.46068015,40.45445601,28.93081761,62.87466123,389.8685873,212.0216129,0.543828407,118.7455044
10_35_47_1,80.35363204,24.98198503,3.846153846,34.95232735,105.8820634,164.72378,1.555728843,118.964951
9_36_11_0,80.34495652,30.87341923,13.92405063,66.2023233,103.2735867,492.3912682,4.76783352,118.6653236
9_68_21_0,80.32802577,31.63508308,9.090909091,50.62814499,119.4589155,403.8118259,3.380340631,118.8250621
9_93_11_0,80.3220144,32.23944791,2.816901408,39.79087982,117.1679066,70.15250306,0.5987348,111.0067655
9_82_21_1,80.18953097,31.29922963,9.210526316,32.1802653,115.6640509,70.24834965,0.60734817,118.9225915
9_35_21_6,80.12824581,20.38987245,1.898734177,27.54372713,62.81514854,223.480826,3.557753681,118.721154
9_81_21_2,80.07511666,36.62336082,17.19745223,47.82775346,330.1943537,206.8205926,0.626360173,118.4778788
9_21_21_5,79.89434441,49.27738626,29.77099237,43.81498643,180.2739949,393.2868515,2.181606125,118.7468498
9_95_45_0,79.88187672,25.94356047,8.805031447,61.61493881,78.48227507,388.3668304,4.948465498,118.6125858
10_108_47_1,79.84759884,32.70192514,17.08860759,37.33172921,123.1422285,128.7656104,1.045665748,118.830263
10_5_50_4,79.83718003,38.14524306,23.27044025,51.23799197,253.667282,464.6978467,1.831918736,118.6643173
10_70_50_2,79.81453937,21.72107847,1.898734177,29.94015997,37.24710984,74.31638224,1.99522547,118.6550731
9_31_21_6,79.80534496,35.02878233,12.10191083,46.82149845,141.8855719,325.7614106,2.295944586,118.4915674
10_95_47_0,79.80015039,34.70993435,13.15789474,65.7750457,128.9867451,332.9915187,2.581594865,118.4752381
10_14_47_0,79.79494473,43.32843707,31.94444444,65.93118535,277.5178549,476.7512099,1.717911844,118.580029
9_34_21_7,79.77445929,25.9608054,7.5,49.75444759,48.56124905,150.9129978,3.10768361,118.5490934
9_80_45_1,79.75755057,45.10892566,30.96774194,60.90562189,71.35789789,619.6170644,8.683230346,118.725637
9_93_45_1,79.7182939,32.65023902,8.275862069,57.53938515,154.0201557,992.7699349,6.445714397,118.5673149
10_47_47_1,79.68351146,59.32408741,50.32679739,57.72248086,365.7491718,419.5992143,1.147232165,118.3822851
9_35_21_4,79.64187781,19.99451937,3.870967742,42.18148318,47.79222448,179.5795433,3.757505436,118.5305904
9_46_21_3,79.59809464,52.84103668,39.21568627,65.81241478,379.0387135,447.8476107,1.181535275,119.1535352
9_46_11_0,79.5916927,61.62249112,40.52287582,88.66022862,666.3698665,1821.056166,2.732800893,118.4063417
9_6_11_1,79.56630047,28.26511497,9.433962264,42.90336716,179.3733525,193.4027691,1.078213494,118.7606866
9_46_21_2,79.55990684,83.13476863,39.21568627,73.71803642,948.0634383,378.3180216,0.39904294,118.4614236
9_34_21_0,79.45216759,20.13927276,3.205128205,34.18921543,54.49632556,55.03760097,1.009932329,118.7195954
9_81_21_3,79.44876711,34.92067777,20,45.98131899,468.7857035,189.4468276,0.404122451,118.6086824
9_95_11_2,79.4416626,21.97490721,3.205128205,39.2225444,76.43143638,43.88666615,0.574196538,118.6964268
10_99_50_0,79.4256008,32.12500572,4.375,59.80338331,89.16215559,110.6551167,1.24105475,118.8582885
9_6_11_2,79.38534393,26.81338687,9.032258065,37.00968258,131.5790569,258.9903642,1.96832513,118.9311757
10_35_47_0,79.36027033,71.6807941,11.03896104,68.14414763,626.6624621,334.1832265,0.533274684,118.6336562
9_99_21_3,79.35742158,21.11937571,3.225806452,27.18434767,32.78851983,93.84973756,2.862274298,118.7286101
10_21_47_0,79.31147093,38.08598118,24.83660131,76.60428714,125.2768785,355.0732146,2.834307646,118.5096411
9_63_11_1,79.11823636,43.35260765,29.11392405,47.13800199,177.6706475,188.2401579,1.059489345,118.9237157
9_81_21_0,79.11346128,32.14536195,16,59.26099916,218.5312434,649.2495887,2.970969179,118.467817
9_43_42_0,79.06101216,51.53955829,39.74358974,47.53561538,421.8779922,156.4614126,0.370868866,118.410544
9_31_21_8,79.0589045,68.58822775,50.32679739,52.12409988,180.5814985,267.2021708,1.479676341,118.8426089
9_2_21_4,79.04611634,46.57052268,34.22818792,76.4883389,350.6278678,372.1196734,1.061295201,118.9102437
9_60_21_2,79.03864925,22.24033717,1.307189542,46.5877126,30.40810048,124.5576816,4.09620067,118.3571445
10_70_50_1,79.03142674,32.70565131,7.843137255,35.13443178,67.57287623,48.24041899,0.713902111,118.4947013
9_81_21_1,79.01442103,36.3779215,17.14285714,47.97154642,213.5690703,880.5825696,4.123174616,119.071526
10_12_47_2,78.96147237,32.04737069,15.58441558,44.53113235,288.3600197,161.9407927,0.56159239,118.2657025
9_97_45_1,78.93299546,27.79240836,8.333333333,30.20141452,86.97068573,55.02570221,0.632692519,118.4783596
9_99_21_2,78.92916298,26.10503266,5.732484076,30.84318001,49.85683641,88.15278653,1.768118334,118.929828
9_2_21_3,78.90921751,44.58720212,33.33333333,41.40698765,388.0380942,237.0346758,0.610854139,118.7000312
10_49_50_0,78.85503955,44.70406115,30.15873016,57.77159813,200.6574287,248.9569086,1.240706164,117.3291002
9_83_42_0,78.84857292,38.76436456,25.80645161,57.33774954,283.120888,216.9855035,0.766405846,118.9308236
10_47_50_3,78.82643811,51.59995644,47.74193548,45.17375293,478.4066101,112.5536591,0.235267776,118.4189733
9_6_11_3,78.81398887,32.52220251,12.41830065,47.84401849,152.3683678,38.91138041,0.255377025,118.6804565
9_2_21_5,78.79379367,78.87714603,39.58333333,74.97562178,895.0009871,206.2425531,0.230438353,116.6980067
10_70_50_3,78.76434806,25.13140249,5.095541401,33.3339544,55.34385156,80.22322009,1.449541689,118.7653287
10_50_47_1,78.69542522,97.00056279,4.098360656,111.7121334,381.5583563,914.0307217,2.395520126,118.9497308
10_109_47_2,78.63594483,44.63874641,18.11023622,90.23472876,124.7584832,316.4926674,2.536842861,118.8669063
9_36_11_1,78.5918451,74.21186361,14.18439716,78.89256865,107.5663993,697.9799644,6.488828938,118.6151735
9_60_21_3,78.57436923,22.17107998,1.910828025,42.03095335,51.85810492,92.66635245,1.786921304,118.6467216
9_21_21_2,78.49225568,49.81384599,34.72222222,62.33794626,252.5790478,241.8886975,0.957675229,118.4660533
10_35_50_2,78.44558096,29.9146521,11.03896104,47.62497285,129.4091717,109.909136,0.849314887,118.5695529
9_60_21_1,78.38466652,51.80494096,2.521008403,49.45749063,539.818545,831.3041628,1.539969626,117.6781362
10_99_50_2,78.31629785,28.88346367,3.333333333,32.85013572,78.01606645,154.6790186,1.982655954,118.6685626
10_113_50_2,78.29524038,69.46113954,25.61983471,63.71585321,162.1909131,399.5192409,2.463265255,119.0652514
10_99_50_1,78.28346962,27.07360289,3.973509934,34.01658817,66.61499153,193.5698054,2.905799445,118.588678
9_99_11_1,78.0471744,28.23491083,2.614379085,41.15616603,32.81364137,55.17163399,1.681362741,118.3669737
9_68_21_4,78.02842512,32.7543637,10.88435374,44.84125733,157.7854716,347.6633871,2.203392896,118.2259945
10_99_50_3,77.94353958,31.16351301,8.219178082,41.63479091,108.8713152,603.3609975,5.541964808,118.1992406
9_82_21_3,77.89756602,30.21228301,5.6,33.2691962,100.0754585,139.4561923,1.393510402,118.7328426
9_11_21_9,77.8361737,79.38181471,43.44827586,56.78562421,298.4391756,543.6854226,1.821762915,118.7809486
9_21_21_8,77.79971702,52.22707118,39.69465649,48.69682334,255.6057246,168.9783008,0.661089657,118.8270774
9_34_11_0,77.78128657,26.6233564,7.792207792,32.76757472,141.8926315,150.308319,1.05931025,118.9377568
10_97_47_2,77.76257132,38.20302533,29.13907285,50.97805163,255.1877624,19.84208554,0.077754847,118.5739733
9_97_45_0,77.74029986,70.26023354,13.7254902,52.56044338,142.9654808,215.0500253,1.504209437,118.5186104
9_35_21_0,77.66396514,35.33013052,14.08450704,51.61075958,203.1253478,193.1099505,0.950693513,118.6710057
10_46_47_0,77.65334522,42.86977166,18.32061069,66.86632554,190.872144,302.1301903,1.58289305,117.7876698
9_69_11_2,77.64652963,24.73801906,4.285714286,44.10261368,49.91176463,424.5259897,8.505529565,118.3352289
10_108_47_0,77.63985032,32.96776835,18.70967742,63.19473965,221.0830609,307.301407,1.389981691,118.2790093
10_14_50_0,77.59762611,56.8419702,41.78082192,76.42747931,284.3131967,104.0204011,0.36586554,118.4488956
9_34_45_0,77.47677468,40.35418539,18.95424837,53.62682291,157.0519476,65.79744603,0.418953391,119.0640617
9_81_11_1,77.45300451,29.89349681,12.5,43.21867504,144.7441448,186.8287124,1.290751434,118.3222735
9_80_45_0,77.43926421,47.75111319,37.33333333,61.6451893,203.6187653,557.1056373,2.73602306,118.3231431
9_21_21_3,77.43473128,51.39726059,36.98630137,56.80903941,359.6075272,400.1099503,1.11262952,118.7167644
9_6_11_0,77.40990805,28.48203949,13.15789474,37.71952387,107.1581301,87.3907695,0.81553093,118.5099674
9_36_45_1,77.39039792,28.14367285,11.76470588,26.64886735,93.04654033,97.93622004,1.052550903,118.8970711
10_72_47_1,77.36955026,105.3752795,13.10344828,120.5708203,151.6837502,304.9364039,2.010343254,115.1995457
9_82_21_8,77.34737687,28.75671209,6.622516556,39.87984304,157.6660941,124.0646013,0.786881935,118.6928955
9_38_11_1,77.30695315,64.83121778,45.92592593,67.93380793,893.9520709,195.9138079,0.219154711,118.9036715
9_24_42_0,77.2895441,34.50581629,9.848484848,58.51401062,135.8997614,329.0979648,2.42162283,118.7175165
10_94_50_2,77.26201041,34.66892954,8.441558442,46.1846793,126.5216128,176.0354691,1.391347021,118.5593186
9_80_42_0,77.2455889,45.68740258,38.62068966,79.96291883,69.46966603,713.4515065,10.26997173,118.9019182
9_11_21_0,77.22743941,74.49156192,44.85294118,61.13930028,157.4631821,258.9564019,1.644552069,118.7509155
9_24_45_0,77.2025347,72.50701143,28.7037037,65.29718435,99.49582356,370.9730417,3.72852878,118.6732977
9_43_45_1,77.11748337,55.02492258,40.78947368,58.43631493,541.976855,642.4376433,1.185359923,118.7345318
10_79_50_0,77.1131561,53.79045444,49.00662252,63.47773855,342.9040403,548.2965732,1.598979623,118.258146
9_15_21_3,77.09147748,41.03944716,28,56.83111107,268.0701008,177.5991604,0.662510142,118.5808966
9_68_21_3,77.04283518,36.24847435,12.03007519,45.55004837,130.2215833,871.8884723,6.695422144,118.8849689
9_69_11_0,77.02445281,43.11800535,12.94964029,55.08590607,146.1150373,534.8937869,3.660771655,118.4950199
9_58_11_2,77.01447188,29.77256998,4.72972973,38.65965613,117.2332783,97.56129981,0.832198001,114.4739895
9_82_21_0,76.96754989,29.1105488,3.311258278,35.02706783,73.91890232,119.9539265,1.622777432,118.622988
9_21_21_0,76.96030238,49.72713412,24.42748092,52.02618239,387.4208398,690.3554274,1.781926413,116.5706766
10_97_50_2,76.94812704,41.13833209,30.46357616,43.13459019,265.094148,328.6028925,1.239570526,118.5562985
9_64_42_0,76.94002429,87.54191823,39.83050847,111.5808272,710.7469679,962.3385307,1.353981901,118.2013218
9_82_21_5,76.86147163,26.1587473,1.324503311,39.60540284,76.8796503,203.5512816,2.647661387,118.3433582
9_81_11_0,76.82644709,45.68031351,19.8630137,55.4398887,403.1433344,404.3768025,1.003059627,118.8152411
